,sc_id,supercon_formula,cleaned_formula,material_dict,highest_Tc,average_Tc,std_Tc,entry_count,composition
125,[19351],Al0.01Au0.92In0.07,Al0.01Au0.92In0.07,"{'Al': 0.01, 'Au': 0.92, 'In': 0.07}",0.027800000000000002,0.027800000000000002,0.0,1,Al0.01 Au0.92 In0.07
126,[23345],Li2Pt3B0.99Al0.01,Li2Pt3B0.99Al0.01,"{'Al': 0.01, 'B': 0.99, 'Li': 2.0, 'Pt': 3.0}",2.86,2.86,0.0,1,Li2 Pt3 B0.99 Al0.01
127,"[11957, 16674]",Mg0.99Al0.01B2,Mg0.99Al0.01B2,"{'Al': 0.01, 'B': 2.0, 'Mg': 0.99}",38.0,37.95,0.05,2,Mg0.99 Al0.01 B2
128,[12875],Al0.01Nb0.97O0.02,Al0.01Nb0.97O0.02,"{'Al': 0.01, 'Nb': 0.97, 'O': 0.02}",8.3,8.3,0.0,1,Al0.01 Nb0.97 O0.02
129,[17855],Al0.01V0.99,Al0.01V0.99,"{'Al': 0.01, 'V': 0.99}",4.49,4.49,0.0,1,Al0.01 V0.99
130,[2000],La1.85Sr0.15Cu0.988Al0.012O4,La1.85Sr0.15Cu0.988Al0.012O4,"{'Al': 0.012, 'Cu': 0.988, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",17.9,17.9,0.0,1,La1.85 Sr0.15 Cu0.988 Al0.012 O4
131,[17617],V0.75Ge0.2375Al0.0125,V0.75Ge0.2375Al0.0125,"{'Al': 0.0125, 'Ge': 0.23750000000000002, 'V': 0.75}",7.6,7.6,0.0,1,V0.75 Ge0.2375 Al0.0125
132,[2001],La1.85Sr0.15Cu0.985Al0.015O4,La1.85Sr0.15Cu0.985Al0.015O4,"{'Al': 0.015, 'Cu': 0.985, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",15.0,15.0,0.0,1,La1.85 Sr0.15 Cu0.985 Al0.015 O4
133,[12048],Mg0.983Al0.017B1,Mg0.983Al0.017B1,"{'Al': 0.017, 'B': 1.0, 'Mg': 0.983}",35.9,35.9,0.0,1,Mg0.983 Al0.017 B1
134,[4024],Pb2Sr2Ho0.5Ca0.5Cu2.982Al0.018O8,Pb2Sr2Ho0.5Ca0.5Cu2.982Al0.018O8,"{'Al': 0.018000000000000002, 'Ca': 0.5, 'Cu': 2.982, 'Ho': 0.5, 'O': 8.0, 'Pb': 2.0, 'Sr': 2.0}",63.6,63.6,0.0,1,Pb2 Sr2 Ho0.5 Ca0.5 Cu2.982 Al0.018 O8
135,[2002],La1.85Sr0.15Cu0.982Al0.018O4,La1.85Sr0.15Cu0.982Al0.018O4,"{'Al': 0.018000000000000002, 'Cu': 0.982, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",9.1,9.1,0.0,1,La1.85 Sr0.15 Cu0.982 Al0.018 O4
136,[19358],Al0.02Au0.92Ga0.06,Al0.02Au0.92Ga0.06,"{'Al': 0.02, 'Au': 0.92, 'Ga': 0.06}",0.158,0.158,0.0,1,Al0.02 Au0.92 Ga0.06
137,[19350],Al0.02Au0.92In0.06,Al0.02Au0.92In0.06,"{'Al': 0.02, 'Au': 0.92, 'In': 0.06}",0.034,0.034,0.0,1,Al0.02 Au0.92 In0.06
138,"[11640, 11958]",Mg0.98Al0.02B2,Mg0.98Al0.02B2,"{'Al': 0.02, 'B': 2.0, 'Mg': 0.98}",37.5,36.7,0.8,2,Mg0.98 Al0.02 B2
139,[15945],Nb0.75Al0.02Ge0.05,Nb0.75Al0.02Ge0.05,"{'Al': 0.02, 'Ge': 0.05, 'Nb': 0.75}",19.8,19.8,0.0,1,Nb0.75 Al0.02 Ge0.05
140,[14772],Nb3Sn0.98Al0.02,Nb3Sn0.98Al0.02,"{'Al': 0.02, 'Nb': 3.0, 'Sn': 0.98}",17.9,17.9,0.0,1,Nb3 Sn0.98 Al0.02
141,[17602],V0.77Si0.21Al0.02,V0.77Si0.21Al0.02,"{'Al': 0.02, 'Si': 0.21, 'V': 0.77}",11.7,11.7,0.0,1,V0.77 Si0.21 Al0.02
142,[17609],V0.73Si0.25Al0.02,V0.73Si0.25Al0.02,"{'Al': 0.02, 'Si': 0.25, 'V': 0.73}",14.0,14.0,0.0,1,V0.73 Si0.25 Al0.02
143,[14710],V3Si0.98Al0.02,V3Si0.98Al0.02,"{'Al': 0.02, 'Si': 0.98, 'V': 3.0}",16.12,16.12,0.0,1,V3 Si0.98 Al0.02
144,[17856],Al0.02V0.98,Al0.02V0.98,"{'Al': 0.02, 'V': 0.98}",4.05,4.05,0.0,1,Al0.02 V0.98
145,[2003],La1.85Sr0.15Cu0.979Al0.021O4,La1.85Sr0.15Cu0.979Al0.021O4,"{'Al': 0.021, 'Cu': 0.979, 'La': 1.85, 'O': 4.0, 'Sr': 0.15}",3.7,3.7,0.0,1,La1.85 Sr0.15 Cu0.979 Al0.021 O4
146,[12670],Mg0.978Al0.022B2,Mg0.978Al0.022B2,"{'Al': 0.022, 'B': 2.0, 'Mg': 0.978}",34.7,34.7,0.0,1,Mg0.978 Al0.022 B2
147,[17595],V0.767Ga0.214Al0.022,V0.767Ga0.214Al0.022,"{'Al': 0.022, 'Ga': 0.214, 'V': 0.767}",12.1,12.1,0.0,1,V0.767 Ga0.214 Al0.022
148,[12677],Mg0.815Al0.024B2,Mg0.815Al0.024B2,"{'Al': 0.024, 'B': 2.0, 'Mg': 0.8150000000000001}",35.0,35.0,0.0,1,Mg0.815 Al0.024 B2
149,"[11806, 17465]",Mg0.95Al0.025Li0.025B2,Mg0.95Al0.025Li0.025B2,"{'Al': 0.025, 'B': 2.0, 'Li': 0.025, 'Mg': 0.9500000000000001}",38.2,37.6,0.6000000000000001,2,Mg0.95 Al0.025 Li0.025 B2
150,[17381],Mg0.95Zn0.025Al0.025B2,Mg0.95Zn0.025Al0.025B2,"{'Al': 0.025, 'B': 2.0, 'Mg': 0.9500000000000001, 'Zn': 0.025}",38.5,38.5,0.0,1,Mg0.95 Zn0.025 Al0.025 B2
151,[2518],Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89,Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89,"{'Al': 0.025, 'Ba': 2.0, 'Ca': 0.025, 'Cu': 2.975, 'O': 6.89, 'Y': 0.975}",94.5,94.5,0.0,1,Y0.975 Ca0.025 Ba2 Cu2.975 Al0.025 O6.89
152,[17618],V0.75Ge0.225Al0.025,V0.75Ge0.225Al0.025,"{'Al': 0.025, 'Ge': 0.225, 'V': 0.75}",8.6,8.6,0.0,1,V0.75 Ge0.225 Al0.025
153,[17630],V0.745Sb0.208Al0.025,V0.745Sb0.208Al0.025,"{'Al': 0.025, 'Sb': 0.20800000000000002, 'V': 0.745}",2.0,2.0,0.0,1,V0.745 Sb0.208 Al0.025
154,[17599],V0.75Si0.225Al0.025,V0.75Si0.225Al0.025,"{'Al': 0.025, 'Si': 0.225, 'V': 0.75}",13.5,13.5,0.0,1,V0.75 Si0.225 Al0.025
155,[17583],V0.745Ga0.228Al0.027,V0.745Ga0.228Al0.027,"{'Al': 0.027, 'Ga': 0.228, 'V': 0.745}",13.05,13.05,0.0,1,V0.745 Ga0.228 Al0.027
156,[15916],Al0.029Ti0.971,Al0.029Ti0.971,"{'Al': 0.029, 'Ti': 0.971}",0.65,0.65,0.0,1,Al0.029 Ti0.971
157,[19349],Al0.03Au0.92In0.05,Al0.03Au0.92In0.05,"{'Al': 0.03, 'Au': 0.92, 'In': 0.05}",0.045,0.045,0.0,1,Al0.03 Au0.92 In0.05
158,[16336],Mg0.97Al0.03B2,Mg0.97Al0.03B2,"{'Al': 0.03, 'B': 2.0, 'Mg': 0.97}",37.3,37.3,0.0,1,Mg0.97 Al0.03 B2
159,[737],Y1Ba2Cu2.97Al0.03O7-Z,Y1Ba2Cu2.97Al0.03O7,"{'Al': 0.03, 'Ba': 2.0, 'Cu': 2.9699999999999998, 'O': 7.0, 'Y': 1.0}",86.1,86.1,0.0,1,Y1 Ba2 Cu2.97 Al0.03 O7
160,[4025],Pb2Sr2Ho0.5Ca0.5Cu2.97Al0.03O8,Pb2Sr2Ho0.5Ca0.5Cu2.97Al0.03O8,"{'Al': 0.03, 'Ca': 0.5, 'Cu': 2.9699999999999998, 'Ho': 0.5, 'O': 8.0, 'Pb': 2.0, 'Sr': 2.0}",59.1,59.1,0.0,1,Pb2 Sr2 Ho0.5 Ca0.5 Cu2.97 Al0.03 O8
161,[17600],V0.75Si0.22Al0.03,V0.75Si0.22Al0.03,"{'Al': 0.03, 'Si': 0.22, 'V': 0.75}",13.3,13.3,0.0,1,V0.75 Si0.22 Al0.03
162,[12897],Al0.03Ti0.81V0.16,Al0.03Ti0.81V0.16,"{'Al': 0.03, 'Ti': 0.81, 'V': 0.16}",5.1,5.1,0.0,1,Al0.03 Ti0.81 V0.16
163,[17619],V0.75Ge0.2125Al0.0375,V0.75Ge0.2125Al0.0375,"{'Al': 0.0375, 'Ge': 0.21250000000000002, 'V': 0.75}",8.9,8.9,0.0,1,V0.75 Ge0.2125 Al0.0375
164,[17601],V0.75Si0.2125Al0.0375,V0.75Si0.2125Al0.0375,"{'Al': 0.0375, 'Si': 0.21250000000000002, 'V': 0.75}",12.6,12.6,0.0,1,V0.75 Si0.2125 Al0.0375
165,[19359],Al0.04Au0.92Ga0.04,Al0.04Au0.92Ga0.04,"{'Al': 0.04, 'Au': 0.92, 'Ga': 0.04}",0.101,0.101,0.0,1,Al0.04 Au0.92 Ga0.04
166,[19348],Al0.04Au0.92In0.04,Al0.04Au0.92In0.04,"{'Al': 0.04, 'Au': 0.92, 'In': 0.04}",0.0555,0.0555,0.0,1,Al0.04 Au0.92 In0.04
167,[12876],Al0.04Nb0.895O0.06,Al0.04Nb0.895O0.06,"{'Al': 0.04, 'Nb': 0.895, 'O': 0.06}",7.1,7.1,0.0,1,Al0.04 Nb0.895 O0.06
168,[14795],Nb3Sn0.96Al0.04,Nb3Sn0.96Al0.04,"{'Al': 0.04, 'Nb': 3.0, 'Sn': 0.96}",18.0,18.0,0.0,1,Nb3 Sn0.96 Al0.04
169,[17610],V0.73Si0.23Al0.04,V0.73Si0.23Al0.04,"{'Al': 0.04, 'Si': 0.23, 'V': 0.73}",10.4,10.4,0.0,1,V0.73 Si0.23 Al0.04
170,[17857],Al0.04V0.96,Al0.04V0.96,"{'Al': 0.04, 'V': 0.96}",3.31,3.31,0.0,1,Al0.04 V0.96
171,[17631],V0.751Sb0.208Al0.041,V0.751Sb0.208Al0.041,"{'Al': 0.041, 'Sb': 0.20800000000000002, 'V': 0.751}",3.4,3.4,0.0,1,V0.751 Sb0.208 Al0.041
172,[12671],Mg0.956Al0.044B2,Mg0.956Al0.044B2,"{'Al': 0.044, 'B': 2.0, 'Mg': 0.9560000000000001}",34.0,34.0,0.0,1,Mg0.956 Al0.044 B2
173,[17589],V0.784Ga0.172Al0.044,V0.784Ga0.172Al0.044,"{'Al': 0.044, 'Ga': 0.17200000000000001, 'V': 0.784}",9.4,9.4,0.0,1,V0.784 Ga0.172 Al0.044
174,[12849],Al0.046In0.151Sn0.803,Al0.046In0.151Sn0.803,"{'Al': 0.046, 'In': 0.151, 'Sn': 0.803}",4.38,4.38,0.0,1,Al0.046 In0.151 Sn0.803
175,[19347],Al0.05Au0.92In0.03,Al0.05Au0.92In0.03,"{'Al': 0.05, 'Au': 0.92, 'In': 0.03}",0.06720000000000001,0.06720000000000001,0.0,1,Al0.05 Au0.92 In0.03
176,[19328],Al0.05Au0.95,Al0.05Au0.95,"{'Al': 0.05, 'Au': 0.9500000000000001}",0.013800000000000002,0.013800000000000002,0.0,1,Al0.05 Au0.95
177,[23342],Li2Pd3B0.95Al0.05,Li2Pd3B0.95Al0.05,"{'Al': 0.05, 'B': 0.9500000000000001, 'Li': 2.0, 'Pd': 3.0}",7.75,7.75,0.0,1,Li2 Pd3 B0.95 Al0.05
178,[23346],Li2Pt3B0.95Al0.05,Li2Pt3B0.95Al0.05,"{'Al': 0.05, 'B': 0.9500000000000001, 'Li': 2.0, 'Pt': 3.0}",2.12,2.12,0.0,1,Li2 Pt3 B0.95 Al0.05
179,"[11807, 17309, 17466]",Mg0.9Al0.05Li0.05B2,Mg0.9Al0.05Li0.05B2,"{'Al': 0.05, 'B': 2.0, 'Li': 0.05, 'Mg': 0.9}",37.8,37.3333333333,0.6599663291,3,Mg0.9 Al0.05 Li0.05 B2
180,[17382],Mg0.9Zn0.05Al0.05B2,Mg0.9Zn0.05Al0.05B2,"{'Al': 0.05, 'B': 2.0, 'Mg': 0.9, 'Zn': 0.05}",38.5,38.5,0.0,1,Mg0.9 Zn0.05 Al0.05 B2
181,"[11959, 12557, 16594]",Mg0.95Al0.05B2,Mg0.95Al0.05B2,"{'Al': 0.05, 'B': 2.0, 'Mg': 0.9500000000000001}",36.6,36.4666666667,0.12472191290000001,3,Mg0.95 Al0.05 B2
182,[2519],Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,"{'Al': 0.05, 'Ba': 2.0, 'Ca': 0.05, 'Cu': 2.95, 'O': 6.88, 'Y': 0.9500000000000001}",92.0,92.0,0.0,1,Y0.95 Ca0.05 Ba2 Cu2.95 Al0.05 O6.88
183,[227],Y1Ba2Cu2.95Al0.05O6.93,Y1Ba2Cu2.95Al0.05O6.93,"{'Al': 0.05, 'Ba': 2.0, 'Cu': 2.95, 'O': 6.93, 'Y': 1.0}",91.0,91.0,0.0,1,Y1 Ba2 Cu2.95 Al0.05 O6.93
184,[133],Y1Ba2Cu2.95Al0.05O7,Y1Ba2Cu2.95Al0.05O7,"{'Al': 0.05, 'Ba': 2.0, 'Cu': 2.95, 'O': 7.0, 'Y': 1.0}",88.0,88.0,0.0,1,Y1 Ba2 Cu2.95 Al0.05 O7
185,[17584],V0.737Ga0.213Al0.05,V0.737Ga0.213Al0.05,"{'Al': 0.05, 'Ga': 0.213, 'V': 0.737}",12.6,12.6,0.0,1,V0.737 Ga0.213 Al0.05
186,[17620],V0.75Ge0.2Al0.05,V0.75Ge0.2Al0.05,"{'Al': 0.05, 'Ge': 0.2, 'V': 0.75}",10.3,10.3,0.0,1,V0.75 Ge0.2 Al0.05
187,"[18030, 19268]",Nb3Al0.05Sn0.95,Nb3Al0.05Sn0.95,"{'Al': 0.05, 'Nb': 3.0, 'Sn': 0.9500000000000001}",18.2,18.1,0.1,2,Nb3 Al0.05 Sn0.95
188,[17603],V0.75Si0.2Al0.05,V0.75Si0.2Al0.05,"{'Al': 0.05, 'Si': 0.2, 'V': 0.75}",11.8,11.8,0.0,1,V0.75 Si0.2 Al0.05
189,[17590],V0.767Ga0.18Al0.053,V0.767Ga0.18Al0.053,"{'Al': 0.053, 'Ga': 0.18, 'V': 0.767}",11.5,11.5,0.0,1,V0.767 Ga0.18 Al0.053
190,[15917],Al0.053Ti0.947,Al0.053Ti0.947,"{'Al': 0.053, 'Ti': 0.9470000000000001}",0.7000000000000001,0.7000000000000001,0.0,1,Al0.053 Ti0.947
191,[19346],Al0.0563Au0.92In0.0237,Al0.0563Au0.92In0.0237,"{'Al': 0.0563, 'Au': 0.92, 'In': 0.023700000000000002}",0.0609,0.0609,0.0,1,Al0.0563 Au0.92 In0.0237
192,[19360],Al0.06Au0.92Ga0.02,Al0.06Au0.92Ga0.02,"{'Al': 0.06, 'Au': 0.92, 'Ga': 0.02}",0.09,0.09,0.0,1,Al0.06 Au0.92 Ga0.02
193,[19345],Al0.06Au0.92In0.02,Al0.06Au0.92In0.02,"{'Al': 0.06, 'Au': 0.92, 'In': 0.02}",0.061900000000000004,0.061900000000000004,0.0,1,Al0.06 Au0.92 In0.02
194,[16337],Mg0.94Al0.06B2,Mg0.94Al0.06B2,"{'Al': 0.06, 'B': 2.0, 'Mg': 0.9400000000000001}",37.0,37.0,0.0,1,Mg0.94 Al0.06 B2
195,[1836],Y1Ba2Cu2.94Al0.06O6,Y1Ba2Cu2.94Al0.06O6,"{'Al': 0.06, 'Ba': 2.0, 'Cu': 2.94, 'O': 6.0, 'Y': 1.0}",86.0,86.0,0.0,1,Y1 Ba2 Cu2.94 Al0.06 O6
196,"[738, 1671]",Y1Ba2Cu2.94Al0.06O7-Z,Y1Ba2Cu2.94Al0.06O7,"{'Al': 0.06, 'Ba': 2.0, 'Cu': 2.94, 'O': 7.0, 'Y': 1.0}",87.0,83.65,3.35,2,Y1 Ba2 Cu2.94 Al0.06 O7
197,[4026],Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,"{'Al': 0.06, 'Ca': 0.5, 'Cu': 2.94, 'Ho': 0.5, 'O': 8.0, 'Pb': 2.0, 'Sr': 2.0}",51.8,51.8,0.0,1,Pb2 Sr2 Ho0.5 Ca0.5 Cu2.94 Al0.06 O8
198,[14794],Nb3Sn0.94Al0.06,Nb3Sn0.94Al0.06,"{'Al': 0.06, 'Nb': 3.0, 'Sn': 0.9400000000000001}",18.0,18.0,0.0,1,Nb3 Sn0.94 Al0.06
199,[17858],Al0.06V0.94,Al0.06V0.94,"{'Al': 0.06, 'V': 0.9400000000000001}",2.83,2.83,0.0,1,Al0.06 V0.94
200,[17621],V0.75Ge0.1875Al0.0625,V0.75Ge0.1875Al0.0625,"{'Al': 0.0625, 'Ge': 0.1875, 'V': 0.75}",11.4,11.4,0.0,1,V0.75 Ge0.1875 Al0.0625
201,[17585],V0.741Ga0.196Al0.063,V0.741Ga0.196Al0.063,"{'Al': 0.063, 'Ga': 0.196, 'V': 0.741}",12.2,12.2,0.0,1,V0.741 Ga0.196 Al0.063
202,[19344],Al0.07Au0.92In0.01,Al0.07Au0.92In0.01,"{'Al': 0.07, 'Au': 0.92, 'In': 0.01}",0.0763,0.0763,0.0,1,Al0.07 Au0.92 In0.01
203,[12558],Mg0.93Al0.07B2,Mg0.93Al0.07B2,"{'Al': 0.07, 'B': 2.0, 'Mg': 0.93}",35.8,35.8,0.0,1,Mg0.93 Al0.07 B2
204,[17591],V0.725Ga0.203Al0.072,V0.725Ga0.203Al0.072,"{'Al': 0.07200000000000001, 'Ga': 0.203, 'V': 0.725}",12.3,12.3,0.0,1,V0.725 Ga0.203 Al0.072
205,[12049],Mg0.927Al0.073B1,Mg0.927Al0.073B1,"{'Al': 0.073, 'B': 1.0, 'Mg': 0.927}",33.0,33.0,0.0,1,Mg0.927 Al0.073 B1
206,[17622],V0.75Ge0.175Al0.075,V0.75Ge0.175Al0.075,"{'Al': 0.075, 'Ge': 0.17500000000000002, 'V': 0.75}",10.8,10.8,0.0,1,V0.75 Ge0.175 Al0.075
207,[17632],V0.746Sb0.179Al0.075,V0.746Sb0.179Al0.075,"{'Al': 0.075, 'Sb': 0.179, 'V': 0.746}",4.3,4.3,0.0,1,V0.746 Sb0.179 Al0.075
208,[17604],V0.75Si0.175Al0.075,V0.75Si0.175Al0.075,"{'Al': 0.075, 'Si': 0.17500000000000002, 'V': 0.75}",11.1,11.1,0.0,1,V0.75 Si0.175 Al0.075
209,[17596],V0.743Ga0.181Al0.076,V0.743Ga0.181Al0.076,"{'Al': 0.076, 'Ga': 0.181, 'V': 0.743}",12.0,12.0,0.0,1,V0.743 Ga0.181 Al0.076
210,[17593],V0.783Ga0.138Al0.079,V0.783Ga0.138Al0.079,"{'Al': 0.079, 'Ga': 0.138, 'V': 0.783}",10.2,10.2,0.0,1,V0.783 Ga0.138 Al0.079
211,[19343],Al0.08Au0.92,Al0.08Au0.92,"{'Al': 0.08, 'Au': 0.92}",0.088,0.088,0.0,1,Al0.08 Au0.92
212,"[11641, 11960]",Mg0.92Al0.08B2,Mg0.92Al0.08B2,"{'Al': 0.08, 'B': 2.0, 'Mg': 0.92}",35.5,33.55,1.9500000000000002,2,Mg0.92 Al0.08 B2
213,[23659],Nb0.6Al0.08N0.79O0.21,Nb0.6Al0.08N0.79O0.21,"{'Al': 0.08, 'N': 0.79, 'Nb': 0.6000000000000001, 'O': 0.21}",7.0,7.0,0.0,1,Nb0.6 Al0.08 N0.79 O0.21
214,[14793],Nb3Sn0.92Al0.08,Nb3Sn0.92Al0.08,"{'Al': 0.08, 'Nb': 3.0, 'Sn': 0.92}",17.9,17.9,0.0,1,Nb3 Sn0.92 Al0.08
215,[17859],Al0.08V0.92,Al0.08V0.92,"{'Al': 0.08, 'V': 0.92}",2.36,2.36,0.0,1,Al0.08 V0.92
216,[12672],Mg0.915Al0.085B2,Mg0.915Al0.085B2,"{'Al': 0.085, 'B': 2.0, 'Mg': 0.915}",32.4,32.4,0.0,1,Mg0.915 Al0.085 B2
217,[17597],V0.746Ga0.169Al0.085,V0.746Ga0.169Al0.085,"{'Al': 0.085, 'Ga': 0.169, 'V': 0.746}",11.8,11.8,0.0,1,V0.746 Ga0.169 Al0.085
218,[12675],Mg0.815Al0.09B2,Mg0.815Al0.09B2,"{'Al': 0.09, 'B': 2.0, 'Mg': 0.8150000000000001}",32.7,32.7,0.0,1,Mg0.815 Al0.09 B2
219,[16595],Mg0.91Al0.09B2,Mg0.91Al0.09B2,"{'Al': 0.09, 'B': 2.0, 'Mg': 0.91}",34.7,34.7,0.0,1,Mg0.91 Al0.09 B2
220,[18046],Nb3Sn0.91Al0.09,Nb3Sn0.91Al0.09,"{'Al': 0.09, 'Nb': 3.0, 'Sn': 0.91}",17.8,17.8,0.0,1,Nb3 Sn0.91 Al0.09
221,[12678],Mg0.815Al0.092B2,Mg0.815Al0.092B2,"{'Al': 0.092, 'B': 2.0, 'Mg': 0.8150000000000001}",32.0,32.0,0.0,1,Mg0.815 Al0.092 B2
222,[17633],V0.749Sb0.157Al0.094,V0.749Sb0.157Al0.094,"{'Al': 0.094, 'Sb': 0.157, 'V': 0.749}",5.1,5.1,0.0,1,V0.749 Sb0.157 Al0.094
223,[457],Y1Ba2Cu2.095Al0.095O6.81,Y1Ba2Cu2.095Al0.095O6.81,"{'Al': 0.095, 'Ba': 2.0, 'Cu': 2.095, 'O': 6.8100000000000005, 'Y': 1.0}",83.3,83.3,0.0,1,Y1 Ba2 Cu2.095 Al0.095 O6.81
224,[17592],V0.683Ga0.22Al0.097,V0.683Ga0.22Al0.097,"{'Al': 0.097, 'Ga': 0.22, 'V': 0.683}",9.4,9.4,0.0,1,V0.683 Ga0.22 Al0.097
225,[23343],Li2Pd3B0.9Al0.1,Li2Pd3B0.9Al0.1,"{'Al': 0.1, 'B': 0.9, 'Li': 2.0, 'Pd': 3.0}",7.49,7.49,0.0,1,Li2 Pd3 B0.9 Al0.1
226,"[11808, 17310, 17467]",Mg0.8Al0.1Li0.1B2,Mg0.8Al0.1Li0.1B2,"{'Al': 0.1, 'B': 2.0, 'Li': 0.1, 'Mg': 0.8}",32.9,31.6333333333,0.8956685895000001,3,Mg0.8 Al0.1 Li0.1 B2
227,[17383],Mg0.8Zn0.1Al0.1B2,Mg0.8Zn0.1Al0.1B2,"{'Al': 0.1, 'B': 2.0, 'Mg': 0.8, 'Zn': 0.1}",34.0,34.0,0.0,1,Mg0.8 Zn0.1 Al0.1 B2
228,"[12525, 12559, 12563, 16233, 16338, 17169, 17294, 17313, 19949]",Mg0.9Al0.1B2,Mg0.9Al0.1B2,"{'Al': 0.1, 'B': 2.0, 'Mg': 0.9}",37.8,34.4888888889,2.6282416786000002,9,Mg0.9 Al0.1 B2
229,[2520],Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,"{'Al': 0.1, 'Ba': 2.0, 'Ca': 0.1, 'Cu': 2.9, 'O': 6.88, 'Y': 0.9}",91.1,91.1,0.0,1,Y0.9 Ca0.1 Ba2 Cu2.9 Al0.1 O6.88
230,[228],Y1Ba2Cu2.9Al0.1O6.93,Y1Ba2Cu2.9Al0.1O6.93,"{'Al': 0.1, 'Ba': 2.0, 'Cu': 2.9, 'O': 6.93, 'Y': 1.0}",92.0,92.0,0.0,1,Y1 Ba2 Cu2.9 Al0.1 O6.93
231,[134],Y1Ba2Cu2.9Al0.1O7,Y1Ba2Cu2.9Al0.1O7,"{'Al': 0.1, 'Ba': 2.0, 'Cu': 2.9, 'O': 7.0, 'Y': 1.0}",75.0,75.0,0.0,1,Y1 Ba2 Cu2.9 Al0.1 O7
232,[708],Y1Ba2Cu2.9Al0.1O7.1,Y1Ba2Cu2.9Al0.1O7.1,"{'Al': 0.1, 'Ba': 2.0, 'Cu': 2.9, 'O': 7.1, 'Y': 1.0}",85.0,85.0,0.0,1,Y1 Ba2 Cu2.9 Al0.1 O7.1
233,[12822],Al0.1Be0.9,Al0.1Be0.9,"{'Al': 0.1, 'Be': 0.9}",7.2,7.2,0.0,1,Al0.1 Be0.9
234,[7288],Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29,Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29,"{'Al': 0.1, 'Bi': 0.30000000000000004, 'Ca': 5.9, 'Cu': 15.1, 'O': 29.0, 'Pb': 0.1, 'Sr': 3.5, 'Y': 0.1}",75.0,75.0,0.0,1,Ca5.9 Sr3.5 Bi0.3 Y0.1 Pb0.1 Al0.1 Cu15.1 O29
235,[17534],Ca1Al0.1Ga0.9Si1,Ca1Al0.1Ga0.9Si1,"{'Al': 0.1, 'Ca': 1.0, 'Ga': 0.9, 'Si': 1.0}",3.34,3.34,0.0,1,Ca1 Al0.1 Ga0.9 Si1
236,[18830],V0.81Cr0.09Al0.1,V0.81Cr0.09Al0.1,"{'Al': 0.1, 'Cr': 0.09, 'V': 0.81}",1.46,1.46,0.0,1,V0.81 Cr0.09 Al0.1
237,[9280],Y1Sr2Cu2.8Al0.1Mo0.1O6+z,Y1Sr2Cu2.8Al0.1Mo0.1O6,"{'Al': 0.1, 'Cu': 2.8, 'Mo': 0.1, 'O': 6.0, 'Sr': 2.0, 'Y': 1.0}",18.0,18.0,0.0,1,Y1 Sr2 Cu2.8 Al0.1 Mo0.1 O6
238,[9281],Y1Sr2Cu2.8Al0.1W0.1O6+z,Y1Sr2Cu2.8Al0.1W0.1O6,"{'Al': 0.1, 'Cu': 2.8, 'O': 6.0, 'Sr': 2.0, 'W': 0.1, 'Y': 1.0}",17.0,17.0,0.0,1,Y1 Sr2 Cu2.8 Al0.1 W0.1 O6
239,[21567],Al0.1Fe0.9Se0.85,Al0.1Fe0.9Se0.85,"{'Al': 0.1, 'Fe': 0.9, 'Se': 0.85}",8.5,8.5,0.0,1,Al0.1 Fe0.9 Se0.85
240,[12844],Al0.1Ga0.9V3,Al0.1Ga0.9V3,"{'Al': 0.1, 'Ga': 0.9, 'V': 3.0}",13.9,13.9,0.0,1,Al0.1 Ga0.9 V3
241,[17623],V0.75Ge0.15Al0.1,V0.75Ge0.15Al0.1,"{'Al': 0.1, 'Ge': 0.15, 'V': 0.75}",11.7,11.7,0.0,1,V0.75 Ge0.15 Al0.1
242,[17629],V0.65Ge0.25Al0.1,V0.65Ge0.25Al0.1,"{'Al': 0.1, 'Ge': 0.25, 'V': 0.65}",5.5,5.5,0.0,1,V0.65 Ge0.25 Al0.1
243,[19167],V3Ge0.9Al0.1,V3Ge0.9Al0.1,"{'Al': 0.1, 'Ge': 0.9, 'V': 3.0}",8.8,8.8,0.0,1,V3 Ge0.9 Al0.1
244,"[14792, 17692]",Nb3Sn0.9Al0.1,Nb3Sn0.9Al0.1,"{'Al': 0.1, 'Nb': 3.0, 'Sn': 0.9}",18.4,18.1,0.30000000000000004,2,Nb3 Sn0.9 Al0.1
245,[17611],V0.7Si0.2Al0.1,V0.7Si0.2Al0.1,"{'Al': 0.1, 'Si': 0.2, 'V': 0.7000000000000001}",10.6,10.6,0.0,1,V0.7 Si0.2 Al0.1
